Time stamp;TotalDistance;DistanceWeightDistributionQuality;MeanSquareDistanceFromCenterOfMass;BBR;Effective group motion;Effective group motion 2;ExpectedClusterSize;LargestAggregateSize;LargestAggregateSizeRatio;AggregateNumber;AverageSpeed;RescaledSpeed(AverageSpeed);RescaledSpeed(LargestClusterAverageSpeed);AverageOrientation;Order;Cohesion intensity;Alignement intensity;Separation intensity;Random movement intensity;Friction intensity;Max speed intensity
140,9933;1521,837;0,4178837;2,213134;0,4851747;0,05218302;0,05404692;40;40;1;1;0,1958144;0,979072;0,979072;157,3054;0,1740175;1,5;1;8;1;0,1;0,2
141,4934;1592,893;0,4266654;2,42524;0,5142608;0,07199589;0,1148332;40;40;1;1;0,1943499;0,9717495;0,9717495;175,3107;0,1894318;1,5;1;8;1;0,1;0,2
141,9935;1662,889;0,434939;2,643346;0,5427805;0,1376379;0,152818;40;40;1;1;0,1874006;0,937003;0,937003;126,2599;0,2247439;1;1;8;1;0,1;0,2
142,4936;1731,216;0,4426793;2,864882;0,5731587;0,2760496;0,475109;40;40;1;1;0,1786311;0,8931554;0,8931553;134,3567;0,2690158;0,9;1;8;1;0,1;0,2
142,9937;1790,637;0,4491581;3,065423;0,6015865;0,2703878;0,56571;40;40;1;1;0,1753;0,8765;0,8765;125,6579;0,2394938;0,9;1;8;1;0,1;0,2
143,4938;1844,642;0,4548548;3,254138;0,6306126;0,3535998;0,4839808;40;40;1;1;0,1695108;0,847554;0,8475538;118,7717;0,3322093;0,9;1;8;1;0,1;0,2
143,9939;1894,271;0,4599368;3,432687;0,6618842;0,4654202;0,8070562;40;40;1;1;0,1714226;0,8571131;0,857113;113,6711;0,4522492;0,9;1;8;1;0,1;0,2
144,494;1939,554;0,4644519;3,600333;0,6924151;0,5575942;0,8123429;40;40;1;1;0,1749424;0,8747119;0,8747119;110,2937;0,5069708;0,9;1;8;1;0,1;0,2
144,9942;1986,72;0,4690365;3,778871;0,7219185;0,6173669;0,7491287;40;40;1;1;0,181568;0,9078402;0,90784;121,6841;0,5258427;0,9;1;8;1;0,1;0,2
145,4943;2029,519;0,4730963;3,944419;0,7535824;0,6224171;0,7053363;40;40;1;1;0,1817103;0,9085516;0,9085513;110,0224;0,492356;1;1;8;1;0,1;0,2
145,9944;2068,678;0,4767303;4,099277;0,7874153;0,5119705;0,6564633;40;40;1;1;0,1784509;0,8922542;0,8922544;115,5216;0,458954;1;1;8;1;0,1;0,2
146,4945;2105,176;0,4800504;4,247859;0,821591;0,6279806;0,9936203;40;40;1;1;0,1688404;0,844202;0,8442019;124,2876;0,6066802;1;1;8;1;0,1;0,2
146,9946;2139,181;0,4830877;4,38825;0,8569105;0,646189;1,017051;40;40;1;1;0,169615;0,8480749;0,8480748;122,8158;0,6029524;1;1;8;1;0,1;0,2
147,4947;2180,163;0,4866784;4,561086;0,8938746;0,6498771;1,181972;40;40;1;1;0,1736632;0,8683158;0,8683158;129,0465;0,5620981;1;1;8;1;0,1;0,2
147,9948;2226,255;0,4906287;4,757612;0,9294238;0,63424;2,149711;40;40;1;1;0,1759314;0,879657;0,8796569;125,8039;0,5550449;1;1;8;1;0,1;0,2
148,4949;2268,206;0,4941462;4,939326;0,9513527;0,6827815;1,345114;40;40;1;1;0,1709659;0,8548294;0,8548293;133,6893;0,527123;1;1;8;1;0,1;0,2
148,995;2306,405;0,497286;5,111173;0,9713255;0,466631;0,9208584;40;40;1;1;0,1795722;0,8978609;0,8978608;118,5691;0,3755821;1;1;8;1;0,1;0,2
149,4951;2338,271;0,4998615;5,256673;0,9912883;0,5049352;0,9031943;40;40;1;1;0,1499102;0,7495511;0,7495509;96,09143;0,4645923;1;1;8;1;0,1;0,2
149,9952;2361,06;0,501679;5,363702;0,9998275;0,4162196;0,8647232;40;40;1;1;0,1565505;0,7827523;0,7827523;74,87025;0,3890183;1;1;8;1;0,1;0,2
150,4953;2379,796;0,5031587;5,451091;0,9997483;0,3662106;0,7854996;13;37;0,925;3;0,1575396;0,7876978;0,7838619;114,8559;0,451278;1;1;8;1;0,1;0,2
150,9954;2398,143;0,5045947;5,532277;0,9998409;0,3608974;1,042556;13;38;0,95;3;0,147638;0,7381899;0,7426947;104,4164;0,4333429;1;1;8;1;0,1;0,2
151,4955;2405,583;0,5051737;5,564111;0,999019;0,4012004;1,059018;20;34;0,85;2;0,1489592;0,7447958;0,7062811;95,12;0,4290938;1;1;8;1;0,1;0,2
151,9957;2414,972;0,5059013;5,606604;0,9996954;0,4285496;0,7430952;20;39;0,975;2;0,139623;0,6981149;0,7046119;94,0947;0,3574934;1;1;8;1;0,1;0,2
152,4958;2413,634;0,505798;5,601447;0,9996689;0,2591062;0,556792;13;37;0,925;3;0,1580806;0,7904031;0,7925576;157,4839;0,4387199;1;1;8;1;0,1;0,2
152,9959;2419,451;0,5062471;5,627515;0,9997779;0,3553351;0,8023221;40;40;1;1;0,1439872;0,7199359;0,719936;-133,6383;0,4101541;1;1;8;1;0,1;0,2
153,496;2413,772;0,5058083;5,601647;0,9998839;0,237019;1,771758;20;39;0,975;2;0,1315235;0,6576176;0,6563464;-67,44193;0,4276699;1;1;8;1;0,1;0,2
153,9961;2414,841;0,5058911;5,606156;0,99984;0,09567123;0,2617651;40;40;1;1;0,1514207;0,7571033;0,7571032;-107,7917;0,3763694;1;1;8;1;0,1;0,2
154,4962;2417,979;0,5061337;5,620658;0,9998999;0,2709763;0,6149706;20;39;0,975;2;0,156648;0,7832397;0,7782022;130,423;0,4461109;1;1;8;1;0,1;0,2
154,9963;2420,892;0,5063581;5,633898;0,9989135;0,5092676;0,8747109;13;38;0,95;3;0,1525015;0,7625077;0,7636131;149,1868;0,4636884;1;1;8;1;0,1;0,2
155,4964;2429,878;0,5070499;5,675356;0,9992162;0,5630056;1,146655;13;38;0,95;3;0,1569213;0,7846064;0,7768757;151,8564;0,4494104;1;1;8;1;0,1;0,2
155,9965;2435,693;0,5074958;5,702209;0,999559;0,4895248;0,9408709;20;39;0,975;2;0,1474238;0,737119;0,7324353;144,9868;0,4169665;1;1;8;1;0,1;0,2
156,4966;2437,785;0,5076561;5,712787;0,9998605;0,4659396;0,9330085;13;38;0,95;3;0,1377194;0,6885971;0,6887439;146,5636;0,3849065;1;1;8;1;0,1;0,2
156,9967;2436,291;0,5075415;5,70747;0,9993409;0,2665729;0,6729861;20;39;0,975;2;0,1515863;0,7579315;0,7569752;102,5428;0,3791248;1;1;8;1;0,1;0,2
157,4968;2437,423;0,5076282;5,713059;0,9995984;0,4946437;1,073906;40;40;1;1;0,148423;0,7421148;0,7421148;107,1414;0,4776355;1;1;8;1;0,1;0,2
157,9969;2434,176;0,5073793;5,695642;0,9996276;0,4844021;1,939411;20;39;0,975;2;0,1382245;0,6911225;0,6961396;135,6888;0,4469679;1;1;8;1;0,1;0,2
158,497;2431,619;0,5071833;5,682387;0,999523;0,4572905;0,7718512;10;37;0,925;4;0,1481042;0,7405212;0,7376364;138,9159;0,3949781;1;1;8;1;0,1;0,2
158,9971;2432,537;0,5072538;5,685329;0,9996774;0,5810912;0,917344;20;39;0,975;2;0,1370652;0,6853259;0,6850739;126,9304;0,4541824;1;1;8;1;0,1;0,2
159,4973;2430,018;0,5070605;5,674216;0,998181;0,253437;0,5428537;40;40;1;1;0,1412063;0,7060314;0,7060314;96,94321;0,4242864;1;1;6,2;1;0,1;0,2
159,9974;2422,719;0,5064991;5,640265;0,9970483;0,1590547;0,2194012;40;40;1;1;0,1292927;0,6464636;0,6464636;-170,1242;0,5345145;1;1;3,1;1;0,1;0,2
160,4975;2414,364;0,5058543;5,601549;0,9970277;0,1111476;0,1470866;40;40;1;1;0,1428359;0,7141797;0,7141797;99,73668;0,7491092;1;1;1,6;1;0,1;0,2
160,9976;2401,763;0,5048766;5,544756;0,9977455;0,2082593;0,2856691;40;40;1;1;0,1690039;0,8450193;0,8450195;122,3754;0,7972624;1;1;1,3;1;0,1;0,2
161,4977;2380,948;0,5032491;5,450336;0,9955758;0,3296829;0,4715563;40;40;1;1;0,1833045;0,9165223;0,9165224;111,294;0,8437158;1;1;1,2;1;0,1;0,2
161,9978;2355,381;0,5012279;5,335074;0,9826128;0,4074262;0,5564024;40;40;1;1;0,1936292;0,9681461;0,9681461;99,81446;0,8744911;1;1;1;1;0,1;0,2
162,4979;2325,702;0,4988502;5,204095;0,9845819;0,5291284;0,6866497;40;40;1;1;0,1999262;0,9996308;0,9996308;101,1758;0,8785682;1;1;1;1;0,1;0,2
162,998;2291,733;0,496087;5,055509;0,9839516;0,5542929;0,6771387;40;40;1;1;0,1992568;0,9962841;0,9962842;108,5509;0,8480233;2,1;1;1;1;0,1;0,2
163,4981;2237,208;0,491554;4,818871;0,9508509;0,3020581;0,5937303;40;40;1;1;0,1999928;0,9999639;0,999964;115,5444;0,6057738;3,4;1;1;1;0,1;0,2
163,9982;2176,678;0,486376;4,563014;0,9070092;0,1233808;0,1624172;40;40;1;1;0,1999915;0,9999576;0,9999576;122,6228;0,5624173;3,5;1;1;1;0,1;0,2
164,4983;2116,166;0,481038;4,315339;0,8593394;0,0787548;0,1036595;40;40;1;1;0,1999977;0,9999886;0,9999886;138,2405;0,5896529;3,5;1;1;1;0,1;0,2
164,9984;2057,362;0,4756879;4,082633;0,8082989;0,07454924;0,09990658;40;40;1;1;0,1999999;0,9999996;0,9999996;158,3566;0,61206;3,2;1;1;1;0,1;0,2
165,4985;1999,158;0,470226;3,859245;0,7600743;0,06576111;0,09270422;40;40;1;1;0,1999671;0,9998355;0,9998355;167,7902;0,6407677;2,3;1;1;1;0,1;0,2
165,9986;1940,631;0,464558;3,641138;0,7156904;0,05695997;0,07484154;40;40;1;1;0,1998786;0,9993929;0,9993929;-166,9519;0,684929;1,5;1;1;1;0,1;0,2
166,4987;1882,595;0,458754;3,430602;0,6761791;0,05136998;0,06444511;40;40;1;1;0,1997348;0,9986742;0,9986742;-156,7806;0,7310028;1,5;1;1;1;0,1;0,2
166,9989;1826,051;0,4529136;3,230963;0,6417547;0,04463086;0,05373479;40;40;1;1;0,1999313;0,9996564;0,9996564;175,0143;0,7560703;1,5;1;1;1;0,1;0,2
167,499;1770,266;0,4469625;3,039727;0,6111007;0,03928321;0,05490303;40;40;1;1;0,1998993;0,9994964;0,9994964;150,6666;0,772432;1,5;1;1;1;0,1;0,2
167,9991;1714,913;0,4408612;2,855595;0,5821419;0,04351769;0,05513805;40;40;1;1;0,1998804;0,999402;0,9994019;111,282;0,7822499;1,5;1;1;1;0,1;0,2
168,4992;1658,985;0,4344869;2,674969;0,5513445;0,04960359;0,05974564;40;40;1;1;0,1999619;0,9998097;0,9998096;139,5277;0,7852516;1,5;1;1;1;0,1;0,2
168,9993;1602,917;0,4278723;2,499417;0,5209435;0,03346626;0,03831352;40;40;1;1;0,1998711;0,9993554;0,9993554;-150,2242;0,7858128;1,5;1;1;1;0,1;0,2
169,4994;1546,402;0,4209648;2,327877;0,4907431;0,02074494;0,02355351;40;40;1;1;0,1999179;0,9995897;0,9995896;-109,2115;0,7828472;1,5;1;1;1;0,1;0,2
169,9995;1489,179;0,4137093;2,160062;0,4608051;0,0336033;0,03674594;40;40;1;1;0,1998101;0,9990504;0,9990505;-119,202;0,7731429;1,5;1;1;1;0,1;0,2
170,4996;1430,985;0,406044;1,995946;0,4313776;0,0546528;0,05816864;40;40;1;1;0,1998557;0,9992782;0,9992782;-111,5626;0,7668034;1,5;1;1;1;0,1;0,2
170,9997;1370,764;0,3977857;1,833053;0,4007866;0,05686514;0,05915575;40;40;1;1;0,1998721;0,9993603;0,9993602;-131,8134;0,7521275;1,5;1;1;1;0,1;0,2
171,4998;1309,721;0,3890539;1,675299;0,3726328;0,05935986;0,06190556;40;40;1;1;0,1996613;0,9983066;0,9983066;-140,0809;0,7507657;1,5;1;1;1;0,1;0,2
171,9999;1247,531;0,3797546;1,522161;0,3472597;0,05506899;0,05718622;40;40;1;1;0,1998645;0,9993227;0,9993227;-102,8173;0,7385445;1,5;1;1;1;0,1;0,2
172,5;1186,192;0,3701541;1,378139;0,3255344;0,0701093;0,07193021;40;40;1;1;0,1993083;0,9965414;0,9965414;-122,3732;0,7405466;1,5;1;1;1;0,1;0,2
173,0001;1121,44;0,3595194;1,233868;0,3032633;0,06981;0,07122861;40;40;1;1;0,1998631;0,9993156;0,9993155;-125,1241;0,7284491;1,5;1;1;1;0,1;0,2
173,5002;1060,168;0,3489437;1,105026;0,2838395;0,05564978;0,05682453;40;40;1;1;0,1996033;0,9980163;0,9980162;-110,6363;0,7251826;1,5;1;1;1;0,1;0,2
174,0004;995,6567;0,3372224;0,9772741;0,2620064;0,06236504;0,06427006;40;40;1;1;0,1999104;0,9995518;0,9995518;-98,66182;0,714436;1,5;1;1;1;0,1;0,2
174,5005;930,5474;0,3247262;0,8562359;0,2386125;0,07591157;0,07936267;40;40;1;1;0,1991564;0,9957821;0,9957821;-105,7021;0,7187554;1,5;1;1;1;0,1;0,2
175,0006;864,7531;0,3113524;0,7419561;0,2137169;0,04684373;0,04942083;40;40;1;1;0,1997096;0,9985478;0,9985478;-18,30992;0,707823;1,5;1;1;1;0,1;0,2
175,5007;800,1555;0,2974173;0,6379491;0,1879012;0,07668029;0,08098353;40;40;1;1;0,1989525;0,9947623;0,9947623;7,708953;0,71583;1,5;1;1;1;0,1;0,2
176,0008;739,7173;0,2835832;0,5472885;0,1636417;0,09180037;0,09912205;40;40;1;1;0,1987042;0,993521;0,993521;41,58836;0,7527907;1,5;1;1;1;0,1;0,2
176,5009;701,1476;0,2743149;0,4925207;0,1500384;0,07978896;0,09439783;40;40;1;1;0,1999999;0,9999996;0,9999996;92,87772;0,7474479;1,5;1;1;1;0,1;0,2
177,001;655,6949;0,2629175;0,4308751;0,1332806;0,04290536;0,05585967;40;40;1;1;0,1996848;0,998424;0,998424;-108,5155;0,7633502;1,5;1;1;1;0,1;0,2
177,5011;604,4387;0,2493969;0,3655834;0,1109762;0,06389939;0,08367123;40;40;1;1;0,1999999;0,9999996;0,9999996;128,6487;0,7539567;1,5;1;1;1;0,1;0,2
178,0012;578,9345;0,242386;0,3351921;0,09961832;0,2150183;0,2878922;40;40;1;1;0,1999999;0,9999996;0,9999996;103,3592;0,7765864;1,5;1;1;1;0,1;0,2
178,5013;533,6229;0,2294302;0,2839538;0,08447499;0,3005148;0,4181303;40;40;1;1;0,1999999;0,9999996;0,9999996;107,8751;0,824892;1,5;1;1;1;0,1;0,2
179,0014;514,4711;0,2237509;0,2626907;0,07649917;0,3914725;0,600212;40;40;1;1;0,1999999;0,9999996;0,9999996;112,7894;0,8491357;1,5;1;1;1;0,1;0,2
179,5015;486,9325;0,2153597;0,2332336;0,06751823;0,5456842;0,8624054;40;40;1;1;0,1999999;0,9999996;0,9999996;121,9101;0,8777994;1,5;1;1;1;0,1;0,2
180,0016;480,2373;0,2132782;0,2257032;0,0653694;0,5484875;1,001295;40;40;1;1;0,1999999;0,9999996;0,9999996;115,8267;0,8905114;1,5;1;1;1;0,1;0,2
180,5017;469,4755;0,2098978;0,2139657;0,06101702;0,5714633;1,129445;40;40;1;1;0,1999999;0,9999996;0,9999996;123,0609;0,870689;1,5;1;1;1;0,1;0,2
181,0018;473,1828;0,2110671;0,216788;0,06340763;0,5490852;0,8298844;40;40;1;1;0,1999999;0,9999996;0,9999996;129,1199;0,8875034;1,5;1;1;1;0,1;0,2
181,502;473,8813;0,2112868;0,2168808;0,06410857;0,5813406;0,8660234;40;40;1;1;0,1999999;0,9999996;0,9999996;117,8619;0,8781486;1,5;1;1;1;0,1;0,2
182,0021;477,0977;0,2122963;0,2197186;0,06537463;0,395463;0,9140002;40;40;1;1;0,1999999;0,9999996;0,9999996;126,9341;0,8651837;1,5;1;1;1;0,1;0,2
182,5022;483,6984;0,2143561;0,226165;0,06571455;0,458205;0,6772186;40;40;1;1;0,1999999;0,9999996;0,9999996;126,9493;0,8844849;1,5;1,9;1;1;0,1;0,2
183,0023;482,9492;0,2141232;0,2253877;0,06551827;0,459954;0,6806265;40;40;1;1;0,1999999;0,9999996;0,9999996;131,211;0,8852294;1,5;2,3;1;1;0,1;0,2
183,5024;483,3239;0,2142401;0,2256954;0,06433906;0,519075;0,5876302;40;40;1;1;0,1999999;0,9999996;0,9999996;114,465;0,8773872;1,5;2,9;1;1;0,1;0,2
184,0025;482,4882;0,2139799;0,2253141;0,06494942;0,5878332;0,7267355;40;40;1;1;0,199789;0,998945;0,998945;113,8217;0,8945435;1,5;4,6;1;1;0,1;0,2
184,5026;485,9185;0,2150456;0,2291431;0,06549253;0,8454596;0,9042075;40;40;1;1;0,1999999;0,9999996;0,9999996;113,5162;0,9454379;1,5;4,9;1;1;0,1;0,2
185,0027;487,989;0,2156867;0,2310509;0,06511461;0,9362685;0,9407014;40;40;1;1;0,1993293;0,9966464;0,9966465;114,5679;0,9757811;1,5;5;1;1;0,1;0,2
185,5028;489,1983;0,2160607;0,2317759;0,06437598;0,9899278;0,9942971;40;40;1;1;0,1999999;0,9999996;0,9999996;116,0538;0,9696299;1,5;5;1;1;0,1;0,2
186,0029;491,2599;0,2166964;0,2337709;0,06391263;0,9707989;0,9712254;40;40;1;1;0,1999999;0,9999996;0,9999996;117,4425;0,9737781;1,5;5;1;1;0,1;0,2
186,503;490,7067;0,216526;0,2334497;0,0635941;0,9819206;0,9823961;40;40;1;1;0,1999999;0,9999996;0,9999996;114,6005;0,9699771;1,5;5;1;1;0,1;0,2
187,0031;486,4623;0,2152142;0,2291763;0,06201314;0,9700392;0,9701349;40;40;1;1;0,1994877;0,9974387;0,9974385;113,0365;0,985117;1,5;5;1;1;0,1;0,2
187,5032;483,0048;0,2141405;0,2256402;0,06006296;0,9872347;0,9880667;40;40;1;1;0,1999999;0,9999996;0,9999996;119,4499;0,9777735;1,5;5;1;1;0,1;0,2
188,0033;481,5495;0,2136876;0,2242507;0,06054332;0,9781385;0,9782453;40;40;1;1;0,1999999;0,9999996;0,9999996;120,3546;0,9762796;1,5;5;1;1;0,1;0,2
188,5034;475,4695;0,211786;0,2185936;0,05820953;0,9878635;0,9881055;40;40;1;1;0,1999999;0,9999996;0,9999996;121,3531;0,9653144;1,5;5;1;1;0,1;0,2
189,0036;475,8173;0,211895;0,2188703;0,05923134;0,9649782;0,9650121;40;40;1;1;0,1999999;0,9999996;0,9999996;121,3101;0,9816115;1,5;5;1;1;0,1;0,2
189,5037;475,9235;0,2119284;0,2188613;0,05943017;0,9906011;0,9906556;40;40;1;1;0,1999999;0,9999996;0,9999996;120,4414;0,9896234;1,5;5;1;1;0,1;0,2
190,0038;475,4112;0,2117676;0,2183448;0,06002116;0,9895012;0,9895048;40;40;1;1;0,1999999;0,9999996;0,9999996;119,5805;0,9850553;1,5;5;1;1;0,1;0,2
190,5039;472,0915;0,2107233;0,2153539;0,06051468;0,9912814;0,9914293;40;40;1;1;0,1999999;0,9999996;0,9999996;121,3136;0,9895361;1,5;5;1;1;0,1;0,2
191,004;469,7234;0,2099759;0,2131026;0,05871001;0,9893155;0,9893166;40;40;1;1;0,1999999;0,9999996;0,9999996;119,9566;0,9911515;1,5;5;1;1;0,1;0,2
191,5041;468,0143;0,209435;0,211429;0,05746706;0,992081;0,9923228;40;40;1;1;0,1999999;0,9999996;0,9999996;119,4837;0,98414;1,5;5;1;1;0,1;0,2
192,0042;467,7141;0,2093401;0,2110545;0,0571554;0,98426;0,9843209;40;40;1;1;0,1999999;0,9999996;0,9999996;121,2042;0,9891024;1,5;5;1;1;0,1;0,2
